,article_title,article_section,article_date,article_url,title_sentiment
505,Only one person can avert a no-deal Brexit. And that’s Boris Johnson | Simon Jenkins,Opinion,2019-08-29,https://www.theguardian.com/commentisfree/2019/aug/29/no-deal-brexit-boris-johnson-parliament,0.0
506,Britain is mired in democratic crisis – but it goes much deeper than Brexit | Aditya Chakrabortty,Opinion,2019-09-04,https://www.theguardian.com/commentisfree/2019/sep/04/britain-mired-democratic-crisis-deeper-brexit,0.2
507,High street suffers 'summer slump' as Brexit and wet weather bite,Business,2019-07-15,https://www.theguardian.com/business/2019/jul/15/high-street-suffers-summer-slump-as-brexit-and-wet-weather-bite,-0.17999999999999997
508,No-deal Brexit: cross-party rebel alliance gears up for clash with Johnson,Politics,2019-08-28,https://www.theguardian.com/politics/2019/aug/28/cross-party-rebel-alliance-gears-up-for-brexit-clash-with-johnson,0.0
509,Brexit party tops Westminster election poll for first time,Politics,2019-06-01,https://www.theguardian.com/politics/2019/jun/01/brexit-party-nigel-farage-lead-opinion-poll-conservatives-opinium,0.25
510,Brexit: Corbyn hits back at MPs refusing to support him as PM,Politics,2019-08-16,https://www.theguardian.com/politics/2019/aug/16/sadiq-khan-lib-dems-jo-swinson-corbyn-only-viable-pm-stop-no-deal-brexit,0.0
511,How Greta Thunberg became the new front in the Brexit culture war | Gaby Hinsliff,Opinion,2019-08-17,https://www.theguardian.com/commentisfree/2019/aug/17/greta-thunberg-brexit-culture-war-nigel-farage,0.13636363636363635
512,Brexit party’s MP candidate under fire for freehold profiteering,Politics,2019-06-05,https://www.theguardian.com/politics/2019/jun/05/brexit-partys-mp-candidate-under-fire-for-freehold-profiteering,0.0
513,Anti-Brexit anglophile Frans Timmermans tipped for top EU post,World news,2019-06-30,https://www.theguardian.com/world/2019/jun/30/anti-brexit-anglophile-frans-timmermans-tipped-succeed-juncker-eu,0.5
514,EU says reneging on Brexit bill would damage UK economy,Politics,2019-06-13,https://www.theguardian.com/politics/2019/jun/13/eu-says-reneging-on-brexit-bill-would-damage-uk-economy,0.0
515,"The Brexit party reflects our hollowed-out, tired politics | Kenan Malik",Opinion,2019-05-19,https://www.theguardian.com/commentisfree/2019/may/19/the-brexit-party-reflects-our-hollowed-out-tired-politics,-0.4
516,Catch-22 and the real and immediate danger of Brexit,Business,2019-06-30,https://www.theguardian.com/business/2019/jun/30/catch-22-brexit-real-immediate-danger-tory-party,0.2
517,Brexit: can opposition parties get their act together to stop no deal? | Letters,Politics,2019-08-16,https://www.theguardian.com/politics/2019/aug/16/brexit-can-opposition-parties-get-their-act-together-to-stop-no-deal,0.0
518,"Brexit is stalling Britain from taking vital action on climate crisis, says expert",Environment,2019-09-07,https://www.theguardian.com/environment/2019/sep/07/brexit-stalling-britain-vital-action-climate-change,0.1
519,"UK car industry future hinges 'not on Brexit, but on batteries'",Environment,2019-07-07,https://www.theguardian.com/environment/2019/jul/07/uk-car-industry-future-hinges-not-on-brexit-but-on-batteries,0.0
520,Mr Johnson’s plot to subvert democracy is more dangerous than Brexit itself | Andrew Rawnsley,Opinion,2019-08-11,https://www.theguardian.com/commentisfree/2019/aug/11/boris-johnson-plot-to-subvert-democracy-is-more-dangerous-than-brexit-itself,-0.04999999999999999
521,Friday briefing: 'Every inch of the way' against no-deal Brexit,World news,2019-07-19,https://www.theguardian.com/world/2019/jul/19/friday-briefing-every-inch-of-the-way-against-no-deal-brexit,0.0
522,Brexit activist James Goddard admits guilt over Anna Soubry 'Nazi' abuse,UK news,2019-07-19,https://www.theguardian.com/uk-news/2019/jul/19/brexit-activist-james-goddard-pleads-guilty-over-anna-soubry-incident,0.0
523,No-deal Brexit could mean near-zero interest rates – Bank policymaker,Business,2019-07-12,https://www.theguardian.com/business/2019/jul/12/no-deal-brexit-could-mean-near-zero-interest-rates-says-bank-policymaker-gertjan-vlieghe,-0.3125
524,Why the EU should stick to the Brexit deadline and rule out any extensions | Cas Mudde,Opinion,2019-09-17,https://www.theguardian.com/commentisfree/2019/sep/17/eu-brexit-deadline-rule-out-any-extensions,0.0
525,"No-deal Brexit would plunge Britain into a recession, says OBR",Business,2019-07-18,https://www.theguardian.com/business/2019/jul/18/no-deal-brexit-would-plunge-britain-into-a-recession-says-obr,0.0
526,Cross-party schemes drawn up to prevent a Johnson no-deal Brexit,Politics,2019-08-11,https://www.theguardian.com/politics/2019/aug/11/cross-party-schemes-drawn-up-to-prevent-johnson-no-deal-brexit,0.0
527,"Brexit, Boeing and blistering weather put Tui on the road to trouble",Business,2019-08-11,https://www.theguardian.com/business/2019/aug/11/tui-brexit-boeing-blistering-weather-road-trouble,-0.2
528,Brexit: Boris Johnson accused of creating 'nightmare' of uncertainty for Europeans – as it happened,Politics,,https://www.theguardian.com/politics/live/2019/sep/16/brexit-latest-news-boris-johnson-talks-juncker-eu-must-show-flexibility-says-raab-ahead-of-boris-johnsons-key-meeting-with-juncker-live-news-latest-news,0.0
529,Tom Watson on Brexit: ‘Me leave Labour? It’s leaving me’,Politics,2019-06-17,https://www.theguardian.com/politics/2019/jun/17/tom-watson-on-brexit-i-sometimes-wonder-if-labour-is-leaving-me,0.0
530,No-deal Brexit fears over medication supplies | Letter,Politics,2019-04-09,https://www.theguardian.com/politics/2019/apr/09/no-deal-brexit-fears-over-medication-supplies,0.0
531,No-deal Brexit was once a sick Tory joke. Now it’s serious | Simon Jenkins,Opinion,2019-07-29,https://www.theguardian.com/commentisfree/2019/jul/29/no-deal-brexit-tory-joke-boris-johnson-economic-britain,-0.5238095238095238
532,"Food Standards Agency struggling to prepare for Brexit, say auditors",Politics,2019-06-12,https://www.theguardian.com/politics/2019/jun/12/food-standards-agency-struggling-to-prepare-for-brexit-say-auditors,0.0
533,An early or late election? This dilemma will decide Labour’s future – and Brexit | John Curtice,Opinion,2019-09-06,https://www.theguardian.com/commentisfree/2019/sep/06/early-late-election-labour-brexit-october-johnson,-0.06666666666666667
534,Donald Trump’s UK trade promises are hot air – his aim is Brexit chaos | Michael H Fuchs,Opinion,2019-08-20,https://www.theguardian.com/commentisfree/2019/aug/20/donald-trump-uk-trade-brexit-chaos-boris-johnson-us-eu,0.25
535,Simone Lia on stockpiling for Brexit,Culture,,https://www.theguardian.com/culture/ng-interactive/2019/mar/10/simone-lia-on-stockpiling-for-brexit,0.0
536,Why I am marching against Brexit today | Andrew Adonis,Opinion,2019-03-23,https://www.theguardian.com/commentisfree/2019/mar/23/why-marching-against-brexit-people,0.0
537,UK aerospace industry steps up no-deal Brexit plan to switch regulator,Business,2019-07-28,https://www.theguardian.com/business/2019/jul/28/uk-aerospace-industry-steps-up-no-deal-brexit-plan-to-leave-regulator,0.0
538,Should Labour support a second Brexit referendum? | Jess Phillips and Gloria de Piero,Opinion,2019-04-08,https://www.theguardian.com/commentisfree/2019/apr/08/should-labour-support-second-brexit-referendum-jess-phillips-gloria-de-piero,0.0
539,Brexit civil servant in charge of no-deal planning quits,Politics,2019-06-27,https://www.theguardian.com/politics/2019/jun/27/brexit-civil-servant-in-charge-of-no-deal-planning-quits,0.0
540,"No-deal Brexit risks breaking up UK, warns Theresa May",Politics,2019-07-04,https://www.theguardian.com/politics/2019/jul/04/no-deal-brexit-risks-breaking-up-uk-warns-theresa-may,0.0
541,No-deal Brexit will ‘instantly disrupt’ UK’s role as £174bn global data hub,Politics,2019-08-25,https://www.theguardian.com/politics/2019/aug/25/no-deal-brexit-will-instantly-disrupt-uk-role-as-data-hub-digital-economy,0.0
542,"Brexit could spell end of Ellesmere Port plant, says Vauxhall owner",Business,2019-07-29,https://www.theguardian.com/business/2019/jul/29/brexit-could-spell-end-of-ellesmere-port-plant-says-vauxhall-owner,0.0
543,"Just as in 1914, the Brexit buildup is making calamity feel inevitable | Rafael Behr",Opinion,2019-08-21,https://www.theguardian.com/commentisfree/2019/aug/21/1914-brexit-calamity-inevitable-remainers,0.0
544,"No-deal Brexit could hit Christmas supply of toys, says Sainsbury’s",Business,2019-07-03,https://www.theguardian.com/business/2019/jul/03/no-deal-brexit-could-hit-christmas-supply-of-toys-says-sainsburys,0.0
545,Truth and transparency needed over Brexit | Letters,Politics,2019-03-15,https://www.theguardian.com/politics/2019/mar/15/truth-and-transparency-needed-over-brexit,0.0
546,Customs passes to be allocated as part of no-deal Brexit planning,Business,2019-08-20,https://www.theguardian.com/business/2019/aug/20/customs-passes-to-be-allocated-no-deal-brexit-exports-uk,0.0
547,"Morning mail: PM's climate no-show, Brexit fears, good news on cancer rates",Australia news,2019-09-12,https://www.theguardian.com/australia-news/2019/sep/12/morning-mail-pms-climate-no-show-brexit-fears-good-news-on-cancer-rates,0.7
548,Irish peace is too precious to be squandered by the Brexit ultras | Dearbhail McDonald,Opinion,2019-08-02,https://www.theguardian.com/commentisfree/2019/aug/02/british-no-deal-brexit-irish-peace-unity,0.25
549,Is Labour’s best Brexit option ‘full remain’ or neutral in a second referendum? | Letters,Politics,2019-09-11,https://www.theguardian.com/politics/2019/sep/11/is-labours-best-brexit-option-full-remain-or-neutral-in-a-second-referendum,0.45
550,How has Brexit vote affected the UK economy? June verdict,Business,2019-06-26,https://www.theguardian.com/business/2019/jun/26/how-has-brexit-vote-affected-the-uk-economy-june-verdict,0.0
551,Amber Rudd calls on Boris Johnson to reveal Brexit plan,Politics,2019-06-25,https://www.theguardian.com/politics/2019/jun/25/amber-rudd-boris-johnson-reveal-brexit-plan,0.0
552,Jeremy Hunt claims Merkel is willing to renegotiate Brexit deal,Politics,2019-06-09,https://www.theguardian.com/politics/2019/jun/09/jeremy-hunt-claims-merkel-willing-to-renegotiate-brexit-deal,0.25
553,No 10 expects rebel move against no-deal Brexit on 9 September,Politics,2019-08-12,https://www.theguardian.com/politics/2019/aug/12/rebel-tories-will-try-to-stop-no-deal-brexit-next-month-says-downing-street,0.0
554,"In turning their backs, Brexit MEPs behaved like attention-seeking toddlers | James Felton",Opinion,2019-07-03,https://www.theguardian.com/commentisfree/2019/jul/03/brexit-party-meps-uk-brexiteers-opening-european-parliament,0.0
555,"As your old friend, Boris, I’m asking you to stop Brexit | Hugo Dixon",Opinion,2019-07-19,https://www.theguardian.com/commentisfree/2019/jul/19/old-friend-boris-johnson-stop-brexit,0.1
556,Brexit bingo: what does ‘prorogation’ actually mean?,Books,2019-03-20,https://www.theguardian.com/books/2019/mar/20/prorogation-brexit-word-of-the-week,-0.3125
557,EU promotes deputy Brexit negotiator to senior trade job,World news,2019-05-29,https://www.theguardian.com/world/2019/may/29/eu-deputy-brexit-negotiator-sabine-weyand-promoted-to-senior-trade-job,0.0
558,Peterborough byelection: Labour and Tories fear Brexit party surge,Politics,2019-05-29,https://www.theguardian.com/politics/2019/may/29/peterborough-byelection-labour-and-tories-fear-brexit-party-surge,0.0
559,Caroline Lucas calls for emergency female cabinet to block no-deal Brexit,Politics,2019-08-11,https://www.theguardian.com/politics/2019/aug/11/caroline-lucas-calls-for-emergency-female-cabinet-to-block-no-deal-brexit,0.0
560,Brexit: Labour braced for showdown over second referendum,Politics,2019-04-29,https://www.theguardian.com/politics/2019/apr/29/brexit-labour-urged-to-resolve-second-referendum-crisis,0.0
561,Tuesday briefing: 'Public wants Brexit to be over',World news,2019-04-30,https://www.theguardian.com/world/2019/apr/30/tuesday-briefing-public-wants-brexit-to-be-over,0.1
562,Semi-naked climate protesters disrupt Brexit debate,World news,2019-04-01,https://www.theguardian.com/world/2019/apr/01/semi-naked-climate-protesters-disrupt-brexit-debate,0.0
563,The Guardian view on a Brexit deal: stop posturing and try talking | Editorial,Opinion,2019-08-06,https://www.theguardian.com/commentisfree/2019/aug/06/the-guardian-view-on-a-brexit-deal-stop-posturing-and-try-talking,0.0
564,Rolls-Royce says it has spent £100m preparing for no-deal Brexit,Business,2019-08-06,https://www.theguardian.com/business/2019/aug/06/chief-says-rolls-royce-spent-100m-preparing-for-no-deal-brexit,-0.1
565,The fight over no-deal Brexit: how might the crisis pan out?,Politics,2019-08-06,https://www.theguardian.com/politics/2019/aug/06/the-fight-over-no-deal-brexit-how-might-the-crisis-pan-out,0.0
566,No-deal Brexit would scupper new PM's spending plans – Hammond,Politics,2019-06-19,https://www.theguardian.com/politics/2019/jun/19/hammond-no-deal-brexit-will-quash-new-pms-spending-plans,0.13636363636363635
567,"No-deal Brexit: pause competition law to avoid food shortages, say manufacturers",Business,2019-08-07,https://www.theguardian.com/business/2019/aug/07/no-deal-brexit-call-to-suspend-competition-law-to-avert-food-shortages,0.0
568,Brexit talks take positive turn towards possible compromise,Politics,2019-04-29,https://www.theguardian.com/politics/2019/apr/29/mps-could-vote-again-on-brexit-options-if-talks-break-down,0.11363636363636363
569,Bercow insists Johnson must obey law and ask for Brexit extension – as it happened,Politics,,https://www.theguardian.com/politics/blog/live/2019/sep/12/brexit-latest-news-operation-yellowhammer-claims-government-has-taken-considerable-steps-to-avert-no-deal-dangers-in-yellowhammer-live-news,0.0
570,Rory Stewart threatens 'alternative parliament' to avoid no-deal Brexit,Politics,2019-06-13,https://www.theguardian.com/politics/2019/jun/13/rory-stewart-threatens-alternative-parliament-to-avoid-no-deal-brexit,0.0
571,"Hard Brexit would be 'detrimental' to peace process, says PSNI chief",UK news,2019-07-13,https://www.theguardian.com/uk-news/2019/jul/13/psni-chief-constable-says-hard-brexit-would-be-absolutely-detrimental,-0.2916666666666667
572,Raab says Brexit will bring 'huge series of upsides' for UK trade,Politics,2019-08-06,https://www.theguardian.com/politics/2019/aug/06/raab-says-brexit-will-bring-huge-series-of-upsides-for-uk-trade,0.4000000000000001
573,Brexit: 'No deal' Tory leadership hopefuls boosted by MPs' vote,Politics,2019-06-12,https://www.theguardian.com/politics/2019/jun/12/keir-starmer-urges-mps-to-back-safety-valve-to-stop-no-deal-brexit,0.0
574,"Solving Brexit requires positive attitudes, not platitudes | Letters",Politics,2019-03-31,https://www.theguardian.com/politics/2019/mar/31/solving-brexit-requires-positive-attitudes-not-platitudes,0.16363636363636364
575,MPs' no-deal vote – what does this mean for Brexit?,Politics,2019-06-12,https://www.theguardian.com/politics/2019/jun/12/mps-no-deal-vote-what-does-this-mean-for-brexit,-0.3125
576,What happens next for Brexit: five scenarios,Politics,2019-03-31,https://www.theguardian.com/politics/2019/mar/31/what-is-future-for-brexit,0.0
577,Brexit: Corbyn accuses government of ‘bullying’ MPs,Politics,2019-03-30,https://www.theguardian.com/politics/2019/mar/30/brexit-corbyn-accuses-government-of-bullying-mps,0.0
578,Europe’s patience with bumbling Brexit Britain is remarkable,Business,2019-04-21,https://www.theguardian.com/business/2019/apr/21/brexit-europe-patience-bumbling-britain-remarkable-eu,0.75
579,Labour has only one realistic option on Brexit – back remain | Paul Mason,Opinion,2019-06-18,https://www.theguardian.com/commentisfree/2019/jun/18/labour-brexit-remain,0.05555555555555555
580,Mini workers face two weeks of unpaid leave in event of no-deal Brexit,Business,2019-09-10,https://www.theguardian.com/business/2019/sep/10/mini-workers-face-two-weeks-unpaid-leave-in-event-of-no-deal-brexit,0.2
581,Northern Ireland needs its institutions to work. Brexit makes that almost impossible | Matthew O’Toole,Opinion,2019-07-29,https://www.theguardian.com/commentisfree/2019/jul/29/northern-ireland-brexit-stormont-julian-smith,-0.6666666666666666
582,Boris Johnson accused of making contradictory Brexit promises to MPs,Politics,2019-06-17,https://www.theguardian.com/politics/2019/jun/17/boris-johnson-accused-of-making-mps-contradictory-brexit-promises,0.0
583,The Guardian view on a hard Brexit: blocked by parliament | Editorial,Opinion,2019-06-11,https://www.theguardian.com/commentisfree/2019/jun/11/the-guardian-view-on-a-hard-brexit-blocked-by-parliament,-0.2916666666666667
584,UK firms that export only to EU 'unprepared' for no-deal Brexit,Politics,2019-08-05,https://www.theguardian.com/politics/2019/aug/05/uk-firms-that-export-only-to-eu-unprepared-for-no-deal-brexit,0.0
585,Brexit party candidate favoured benefit cuts for single mothers,Politics,2019-05-17,https://www.theguardian.com/politics/2019/may/17/brexit-party-candidates-book-favoured-benefit-cuts-for-single-mothers,-0.07142857142857142
586,Bank of England warns no-deal Brexit could trigger economic shock,Business,2019-07-11,https://www.theguardian.com/business/2019/jul/11/bank-of-england-warns-of-lending-crisis-for-eu-firms-after-no-deal-brexit,0.2
587,"Brexit: EU will not reopen withdrawal agreement, insists French minister",Politics,2019-06-11,https://www.theguardian.com/politics/2019/jun/11/no-renegotiation-withdrawal-agreement-french-minister,0.0
588,'The monster to slay before domestic policies is Brexit': readers on Corbyn's speech,Politics,2019-08-19,https://www.theguardian.com/politics/2019/aug/19/the-monster-to-slay-before-domestic-policies-is-brexit-readers-on-corbyns-speech,0.0
589,Boris Johnson must know that a no-deal Brexit is just plain crazy | William Keegan,Business,2019-07-28,https://www.theguardian.com/business/2019/jul/28/boris-johnson-even-now-must-know-no-deal-brexit-madness,-0.40714285714285714
590,Q&A: Can Boris Johnson really force through a no-deal Brexit?,UK news,2019-07-28,https://www.theguardian.com/uk-news/2019/jul/28/boris-johnson-brexit-qa-can-he-force-through-no-deal,0.2
591,'Brexit won't influence our friendship': workers in twinned towns on their parallel lives,Cities,2019-08-19,https://www.theguardian.com/cities/2019/aug/19/brexit-wont-influence-our-friendship-twinned-towns,0.0
592,Brexit weekly briefing: Corbyn promises to do 'everything necessary' to stop no deal,Politics,2019-08-19,https://www.theguardian.com/politics/2019/aug/19/brexit-weekly-briefing-jeremy-corbyn-everything-necessary-stop-no-deal,0.0
593,Jeremy Hunt would back no-deal Brexit 'with heavy heart',Politics,2019-06-03,https://www.theguardian.com/politics/2019/jun/03/jeremy-hunt-would-back-no-deal-brexit-with-heavy-heart,-0.1
594,Why communists back Brexit | Letters,Politics,2019-01-03,https://www.theguardian.com/politics/2019/jan/03/why-communists-back-brexit,0.0
595,Johnson says lavish spending plans would work after no-deal Brexit,Politics,2019-07-04,https://www.theguardian.com/politics/2019/jul/04/boris-johnson-spending-plans-no-deal-brexit-york-hustings,0.0
596,"Half of UK farms could fail after no-deal Brexit, report warns",Politics,2019-08-15,https://www.theguardian.com/politics/2019/aug/15/half-of-uk-farms-could-fail-after-no-deal-brexit-report-warns,-0.3333333333333333
597,Foreign language learning more vital than ever in post-Brexit world | Letters,Education,2019-07-04,https://www.theguardian.com/education/2019/jul/04/foreign-language-learning-more-vital-than-ever-in-post-brexit-world,0.15833333333333333
598,US firm WeWork secures 'financial inducement' of £55.7m in Brexit windfall,Politics,2019-07-22,https://www.theguardian.com/politics/2019/jul/22/wework-us-brexit-european-medicines-agency,-0.1
599,Boris Johnson blimp joins 9ft Farage on anti-Brexit march in London,Politics,2019-07-19,https://www.theguardian.com/politics/2019/jul/19/boris-blimp-to-join-9ft-nigel-farage-on-anti-brexit-march-in-london,0.0
600,No-deal Brexit will ‘instantly disrupt’ UK’s role as £174bn global data hub,Politics,2019-08-25,https://www.theguardian.com/politics/2019/aug/25/no-deal-brexit-will-instantly-disrupt-uk-role-as-data-hub-digital-economy,0.0
601,Leo Varadkar: 'We should all be afraid of a no-deal Brexit',World news,2019-08-01,https://www.theguardian.com/world/2019/aug/01/leo-varadkar-we-should-all-be-afraid-of-a-no-deal-brexit,-0.6
602,UK on course for no-deal Brexit as Johnson rejects EU agreement,Politics,2019-07-26,https://www.theguardian.com/politics/2019/jul/26/brexit-deadlock-as-no-10-insists-eu-must-scrap-backstop-before-talks,0.0
603,Bank of England warns of one in three chance of Brexit recession,Business,2019-08-01,https://www.theguardian.com/business/2019/aug/01/bank-of-england-warns-1-in-3-chance--brexit-recession-interest-rates,0.0
604,Irish peace is too precious to be squandered by the Brexit ultras | Dearbhail McDonald,Opinion,2019-08-02,https://www.theguardian.com/commentisfree/2019/aug/02/british-no-deal-brexit-irish-peace-unity,0.25
605,"Climate more pressing long-term issue than Brexit, say 71% of Britons",Environment,2019-07-26,https://www.theguardian.com/environment/2019/jul/26/climate-more-pressing-than-brexit-say-71-of-britons-poll,0.5
606,Pound continues slide as traders fear impact of no-deal Brexit,Business,2019-07-09,https://www.theguardian.com/business/2019/jul/09/pound-continues-slide-as-traders-fear-impact-of-no-deal-brexit,0.0
607,BMW moves some engine production out of UK over Brexit fears,Business,2019-07-09,https://www.theguardian.com/business/2019/jul/09/bmw-engine-production-uk-brexit-fears,0.0
608,Irreconcilable Brexit tribes create a split-screen EU election,Politics,2019-05-20,https://www.theguardian.com/politics/2019/may/20/irreconcilable-brexit-tribes-create-split-screen-eu-election,0.0
609,Brexit election: what are the chances of a poll before 31 October?,Politics,2019-07-25,https://www.theguardian.com/politics/2019/jul/25/brexit-election-what-are-chances-poll-before-31-october,0.0
610,Brexit: Corbyn under pressure to clarify backing for second vote,Politics,2019-06-14,https://www.theguardian.com/politics/2019/jun/14/brexit-corbyn-under-pressure-to-clarify-backing-for-second-vote,0.0
611,Brexit Britain is wallowing in dangerous talk of national humiliation | Fintan O’Toole,Opinion,2019-06-14,https://www.theguardian.com/commentisfree/2019/jun/14/brexit-britain-national-humiliation-uk-eu,-0.6
612,Who is really responsible for Brexit? The Queen | Suzanne Moore,Opinion,2019-04-16,https://www.theguardian.com/commentisfree/2019/apr/16/who-is-really-responsible-for-brexit-the-queen,0.2
613,'I intend to serve five years': British MEPs take senior posts despite Brexit,World news,2019-08-21,https://www.theguardian.com/world/2019/aug/21/i-intend-to-serve-five-years-british-meps-take-senior-posts-despite-brexit,0.0
614,EU says reneging on Brexit bill would damage UK economy,Politics,2019-06-13,https://www.theguardian.com/politics/2019/jun/13/eu-says-reneging-on-brexit-bill-would-damage-uk-economy,0.0
615,"The Brexit party reflects our hollowed-out, tired politics | Kenan Malik",Opinion,2019-05-19,https://www.theguardian.com/commentisfree/2019/may/19/the-brexit-party-reflects-our-hollowed-out-tired-politics,-0.4
616,How did your MP vote on the opposition Brexit motion?,Politics,,https://www.theguardian.com/politics/ng-interactive/2019/jun/12/how-did-your-mp-vote-on-the-opposition-brexit-motion,0.0
617,From hard to soft – Tory leadership hopefuls cover Brexit spectrum,Politics,2019-06-06,https://www.theguardian.com/politics/2019/jun/06/from-hard-to-soft-tory-leadership-hopefuls-cover-brexit-spectrum,-0.09583333333333334
618,"UK car industry future hinges 'not on Brexit, but on batteries'",Environment,2019-07-07,https://www.theguardian.com/environment/2019/jul/07/uk-car-industry-future-hinges-not-on-brexit-but-on-batteries,0.0
619,"Boris Johnson Brexit plan difficult or impossible, says Philip Hammond",Politics,2019-06-12,https://www.theguardian.com/politics/2019/jun/12/boris-johnson-brexit-plan-ifficult-or-impossible-hammond,-0.5833333333333333
620,Theresa May's new Brexit deal: point-by-point analysis,Politics,2019-05-21,https://www.theguardian.com/politics/2019/may/21/theresa-mays-new-brexit-deal-point-by-point-analysis,0.13636363636363635
621,Brussels’ failings on eurozone and Brexit | Letters,Politics,2019-02-24,https://www.theguardian.com/politics/2019/feb/24/brussels-failings-on-eurozone-and-brexit,0.0
622,The Guardian view on Tory leadership: politics may not survive Brexit | Editorial,Opinion,2019-06-24,https://www.theguardian.com/commentisfree/2019/jun/24/the-guardian-view-on-tory-leadership-politics-may-not-survive-brexit,0.0
623,Javid suggests post-Brexit migration salary rules could vary by region,UK news,2019-06-24,https://www.theguardian.com/uk-news/2019/jun/24/sajid-javid-suggests-post-brexit-migration-salary-rules-could-vary-by-region,0.0
624,Northern Ireland civil service chief warns of Brexit threat to society,UK news,2019-07-10,https://www.theguardian.com/uk-news/2019/jul/10/northern-ireland-civil-service-chief-warns-of-brexit-threat-to-society,0.0
625,Boris Johnson: no deal would mean UK did not owe Brexit divorce bill,Politics,2019-08-25,https://www.theguardian.com/politics/2019/aug/25/boris-johnson-no-deal-uk-brexit-divorce-bill,-0.3125
626,Boris Johnson 'could face Tory coup' over no-deal Brexit stance,Politics,2019-06-24,https://www.theguardian.com/politics/2019/jun/24/boris-johnson-tory-coup-deal-brexit-tobias-ellwood-jeremy-hunt,0.0
627,Secretive hard-Brexit Facebook campaign got 1m responses,Politics,2019-04-23,https://www.theguardian.com/politics/2019/apr/23/secretive-hard-brexit-facebook-campaign-got-1m-responses,0.0
628,Ursula von der Leyen signals she will not reopen Brexit talks,World news,2019-07-10,https://www.theguardian.com/world/2019/jul/10/ursula-von-der-leyen-signals-not-reopen-brexit-talks-backstop,0.0
629,No-deal Brexit: quarter of UK voters now stockpiling or delaying big purchases,Politics,2019-08-24,https://www.theguardian.com/politics/2019/aug/24/quarter-of-uk-voters-precautions-no-deal-brexit-stockpiling-medicines-food,0.0
630,Question Time bias and crunch time for Brexit | Letters,Politics,2019-04-07,https://www.theguardian.com/politics/2019/apr/07/question-time-bias-and-crunch-time-for-brexit,0.0
631,"Tory donor gives £200,000 to Nigel Farage's Brexit party",Politics,2019-05-11,https://www.theguardian.com/politics/2019/may/11/tory-donor-jeremy-hosking-200000-nigel-farage-brexit-party,0.0
632,Boris Johnson to appear in court over Brexit misconduct claims,UK news,2019-05-29,https://www.theguardian.com/politics/2019/may/29/boris-johnson-appear-court-eu-referendum-misconduct-claims,0.0
633,"Brexit, Brexit, Brexit: leaders on autopilot for return of PMQs",Politics,2018-09-05,https://www.theguardian.com/politics/2018/sep/05/brexit-brexit-brexit-leaders-on-autopilot-for-return-of-pmqs,0.0
634,Theresa May blames Brexit failure for EU election humiliation,Politics,2019-05-28,https://www.theguardian.com/politics/2019/may/28/theresa-may-blames-brexit-failure-for-european-election-humiliation,-0.3166666666666667
635,Theresa May's legacy is an economy transfixed by Brexit,Business,2019-05-28,https://www.theguardian.com/business/2019/may/28/theresa-mays-legacy-leaves-an-economy-transfixed-by-brexit,0.0
636,Recession fears grow as UK economy shrinks on back of Brexit chaos,Business,2019-08-09,https://www.theguardian.com/business/2019/aug/09/uk-economy-contracts-on-back-of-brexit-uncertainty,0.0
637,How has Brexit vote affected the UK economy? May verdict,Business,2019-05-28,https://www.theguardian.com/business/2019/may/28/how-has-brexit-vote-affected-the-uk-economy-may-verdict,0.0
638,Hunt: push for no-deal Brexit would be 'political suicide',Politics,2019-05-28,https://www.theguardian.com/politics/2019/may/28/hunt-push-for-no-deal-brexit-would-be-political-suicide,0.0
639,"UK must decide next step on Brexit, says France’s Europe minister",Politics,2019-06-28,https://www.theguardian.com/politics/2019/jun/28/uk-must-decide-next-step-on-brexit-france-europe-minister,0.0
640,France maintains hardline stance on no-deal Brexit,World news,2019-04-05,https://www.theguardian.com/world/2019/apr/05/france-maintains-hardline-stance-on-no-deal-brexit,0.0
641,We need a Brexit deal – so why is Johnson indulging in cynical electioneering? | Simon Jenkins,Opinion,2019-08-05,https://www.theguardian.com/commentisfree/2019/aug/05/boris-johnson-brexit-deal-eu-election,-0.6
642,We need to be told which medicines are at risk in no-deal Brexit | Letters,Global,2019-08-26,https://www.theguardian.com/global/2019/aug/26/we-need-to-be-told-which-medicines-are-at-risk-in-no-deal-brexit,0.0
643,Farage warns Tories Brexit party could win general election,Politics,2019-05-27,https://www.theguardian.com/politics/2019/may/27/nigel-farage-brexit-party-win-big-wake-up-call-westminster,0.42500000000000004
644,What do the EU elections mean for Brexit? It’s complicated | Anand Menon,Opinion,2019-05-27,https://www.theguardian.com/commentisfree/2019/may/27/eu-elections-brexit-complicated-parties-election,-0.40625
645,From Titania McGrath to a Brexit party standup: is rightwing comedy on the rise?,Stage,2019-08-26,https://www.theguardian.com/stage/2019/aug/26/edinburgh-rightwing-comedians-titania-mcgrath-brexit-party-edinburgh-fringe,0.0
646,Elephant on the doorstep: Plymouth’s politicians don’t mention Brexit,Politics,2019-05-01,https://www.theguardian.com/politics/2019/may/01/plymouth-politicians-dont-mention-brexit-anti-politics-local-elections,0.0
647,"No-deal Brexit would be economic lunacy, say UK manufacturers",Business,2019-06-03,https://www.theguardian.com/business/2019/jun/03/no-deal-brexit-would-be-economic-lunacy-say-make-uk-manufacturers,0.2
